id,name,intelligence,strength,speed,durability,full-name,aliases,place-of-birth,First Appearance,Release Date,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,height_cm,weight_kg
547,Red Hulk,50.0,100.0,47.0,85.0,Thaddeus E. Ross,"Rulk, Hulk, Thunderbolt, General Ross",Unknown,"Incredible Hulk #1 (May, 1962)(as General Ross), Hulk Vol 2 #1 (March, 2008) (as Red Hulk)",1962-05-01,Marvel Comics,neutral,Male,Human / Radiation,"[""7'0"", '213 cm']","['1400 lb', '630 kg']",yellow,black,Lieutenant general in US Air Force,Unknown,"Code Red, AIM; Formerly Offenders",Unknown,213.0,1400.0
550,Red Skull,75.0,10.0,12.0,14.0,Johann Shmidt,"Dell Rusk, Bettman P. Lyles, the Agent of a Thousand Faces, The Man, Cyrus Fenton, Teacher, Tod March, John Smith, Aleksander Lukin.",An unidentified village in Germany,"Captain America Comics #1 (1941), (modern) Tales of Suspense #66 (1965)",1940-12-20,Marvel Comics,bad,Male,Unknown,"[""6'2"", '188 cm']","['240 lb', '108 kg']",blue,no hair,Unknown,Unknown,"Special operative in the government of Germany's Third Reich, former leader of most currently active Nazi subversives throughout the world, former ally of THEM and A.I.M., former leader of the Nevada-based fragment of Hydra, leader of the People's Militia","Hermann Shmidt (father, deceased), Martha Shmidt (mother, deceased), Sinthea Shmidt (Mother Superior/Sin, daughter)",188.0,240.0
551,Red Tornado,75.0,38.0,67.0,60.0,John Smith,"Ulthoon, Tornado Tyrant of Rann, Tornado Champion, Tornado Man Dreaming, Reddy",Unknown,"As Red Tornado: Justice League of America #64, As Ulthoon: Mystery in Space #61",1960-06-07,DC Comics,good,Male,Android,"[""6'1"", '185 cm']","['325 lb', '146 kg']",green,no hair,Unknown,"Happy Harbor, Rhode Island","Justice League of America, formerly Parliament of Vapors, T.O. Morrow, Justice Society of America, Young Justice, Primal Force, Leymen, Donna Troy","T.O. Morrow (creator/father),Red Volcano (brother; deceased), Red Inferno (brother; deceased), Red Torpedo (sister; deceased), Tomorrow Woman (""sister""), Kathy Sutton (wife), Traya Sutton (adoptive daughter)",185.0,325.0
556,Rhino,25.0,80.0,43.0,90.0,Aleksei Mikhailovich Sytsevich,"Alex OHirn, Mecha-Rhino",Unknown,Amazing Spider-Man #41,1966-07-12,Marvel Comics,bad,Male,Human / Radiation,"[""6'5"", '196 cm']","['710 lb', '320 kg']",brown,brown,"Professional Criminal ,Henchman of the Russian Mafia",Mobile,Sinister Syndicate,"Miriam Sytsevich (mother, deceased), Alexia (niece, lastname unrevealed), unnamed grandmother",196.0,710.0
557,Rick Flag,88.0,11.0,23.0,28.0,Richard Rogers Flag,Unknown,Unknown,Brave and the Bold #25 (September 1959),1959-06-23,DC Comics,bad,Male,Unknown,"[""6'1"", '185 cm']","['189 lb', '85 kg']",blue,brown,"Government Agent, Covert Ops field Commander","Belle Reve, Louisiana","Suicide Squad, Task Force X","Richard Flag, Sr. (father, deceased); Richard Flag III (son); Karin Grace (mother of child)",185.0,189.0
565,Robin V,69.0,8.0,33.0,16.0,Damian Wayne,"Batman, Damian al Ghul, Ibn al Xuffasch, Redbird",Unknown,Batman: Son of the Demon,1987-09-10,DC Comics,good,Male,Human,"[""4'6"", '137 cm']","['84 lb', '38 kg']",blue,black,Unknown,Gotham City,"Batman Family, Batman Inc., Wayne Enterprises; formerly Teen Titans, League of Assassins","Talia al Ghul (mother),
Bruce Wayne (Batman, father),
Ra's Al Ghul (maternal grandfather),
Melisande (maternal grandmother),
Thomas Wayne (paternal grandfather),
Martha Wayne (paternal grandmother),
Sensei (great-grandfather),
Simon Hurt (ancestor),
Nyssa Raatko (aunt, deceased),
Dusan al Ghul (White Ghost, uncle, deceased),
Richard Grayson (Nightwing, adoptive brother),
Tim Drake (Red Robin, adoptive brother),
Cassandra Cain (Batgirl IV, adoptive sister),
Jason Todd (Red Hood, adoptive brother), 
Patrick Wayne (great-grandfather, deceased); 
Charles Wayne (great-great-grandfather, deceased);
Constance Wayne (great-great-grandmother, deceased); 
Alan Wayne (ancestor, deceased); 
Solomon Wayne (ancestor, deceased); 
Darius Wayne (ancestor, deceased); 
Joshua Wayne (ancestor, deceased)",137.0,84.0
566,Rocket Raccoon,50.0,5.0,23.0,28.0,Rocket Raccoon,"Sharpshooting Space Racoon, Rocky Raccoon, Ranger Rocket",Unknown,"Marvel Preview #7 (June, 1976)",1976-03-30,Marvel Comics,good,Male,Animal,"[""4'0"", '122 cm']","['55 lb', '25 kg']",brown,brown,"Law enforcement officer, security guard, member of the Guardians of the Galaxy","Knowhere; Formerly Hala, mobile aboard the Rakk'n'Ruin Halfworld, Keystone Quadrant",Guardians of the Galaxy; Formerly Star-Lord's unnamed commando team,Lylla (mate),122.0,55.0
567,Rogue,75.0,10.0,12.0,28.0,Anna Marie,"Anna Raven, Doctor Kellogg, Mutate 9602, Irene Adler, Miss Smith","Caldecott County, Mississippi",Avengers Annual #10 (1981),1981-05-12,Marvel Comics,good,Female,Unknown,"[""5'8"", '173 cm']","['120 lb', '54 kg']",green,brown / white,"Adventurer, former mechanic, waitress, terrorist",Unknown,"X-Men, formerly X-Treme Sanctions Executive, X-Treme X-Men, Brotherhood of Evil Mutants","Owen (father), Priscilla (mother), Carrie (aunt), Raven Darkh�lme (Mystique, foster mother), Kurt Wagner (Nightcrawler, foster brother), Graydon Creed (foster brother, deceased)",173.0,120.0
569,Rorschach,75.0,10.0,29.0,20.0,Walter Joseph Kovacs,Unknown,Unknown,"Watchmen #1 (September, 1986)",1986-07-29,DC Comics,good,Male,Human,"[""5'6"", '168 cm']","['140 lb', '63 kg']",blue,red,"Vigilante, former garment worker",Unknown,Crimebusters,Unknown,168.0,140.0
570,Sabretooth,56.0,48.0,38.0,90.0,Victor Creed,"Slasher, El Tigre",Unknown,"Iron Fist #14 (August, 1977)",1977-05-24,Marvel Comics,bad,Male,Mutant,"[""6'6"", '198 cm']","['380 lb', '171 kg']",amber,blond,"mercenary, professional criminal, assassin, serial killer",mobile,"Weapon X, Marauders, Brotherhood of Evil Mutants",Grayden Creed (son; deceased),198.0,380.0
571,Sage,75.0,10.0,12.0,14.0,Tessa,Unknown,Place of birth unknown,X-MEN Vol. 1 #132,1980-01-08,Marvel Comics,good,Female,Unknown,"[""5'7'"", '170 cm']","['135 lb', '61 kg']",blue,black,Former Soldier,Base of operations unknown,"Excalibur, formerly X-Men, X-Treme Sanctions Executive, X-Treme X-Men, Hellfire Club",Unknown,170.0,135.0
572,Sandman,44.0,75.0,46.0,90.0,William Baker,"Flint Marko, Sylvester Mann, Quarryman","Queens, New York","Amazing Spider-Man #4 (September, 1963)",1963-06-11,Marvel Comics,neutral,Male,Human,"[""6'1"", '185 cm']","['450 lb', '203 kg']",brown,brown,Professional Criminal,Unknown,"(Formerly) Sinister Twelve, the Sinister Six, the Frightful Four, the Outlaws and the Wild Pack, reserve member of the Avengers","Mrs. Baker (mother), unidentified cousin",185.0,450.0
576,Scarecrow,81.0,10.0,12.0,14.0,Jonathan Crane,Unknown,Unknown,"WORLD'S FINEST COMICS #3 (Fall, 1941)",1941-08-05,DC Comics,bad,Male,Human,"[""6'0"", '183 cm']","['140 lb', '63 kg']",blue,brown,Special Professional Criminal,Gotham City,Injustice Gang,Unknown,183.0,140.0
578,Scarlet Spider II,88.0,55.0,60.0,40.0,Kaine Parker,"Tarantula, Kaine, Ara�a Escarlata",Unknown,"Web of Spider-Man #119 (December, 1994)",1994-10-18,Marvel Comics,good,Male,Clone,"[""6'4"", '193 cm']","['250 lb', '113 kg']",brown,brown,Fugitive,Unknown,Unknown,"Miles Warren (creator), Peter Parker (Spider-Man, genetic template), Ben Reilly (Scarlet Spider, fellow clone, deceased), Spidercide (fellow clone, allegedly deceased), Guardian (fellow clone, deceased), Jack (fellow clone, deceased)",193.0,250.0
579,Scarlet Witch,100.0,10.0,29.0,70.0,Wanda Maximoff,"Wanda Frank, Wanda Magnus, Ana Maximoff, Gypsy Witch, The Witch","Wundagore Mountain, Transia","Uncanny X-Men #4 (March, 1964)",1964-01-08,Marvel Comics,bad,Female,Mutant,"[""5'7"", '170 cm']","['132 lb', '59 kg']",blue,brown,"Adventurer; formerly witchcraft tutor, housewife, terrorist","Mobile; formerly The Works; Avengers Compound, California; Avengers Mansion, New York","None, Formerly Avengers, Avengers West Coast, Force Works, Queen's Vengeance, Secret Defenders, Lady Liberators, Brotherhood of Evil Mutants","Pietro (Quicksilver, twin brother), Magnus (Magneto, father), Magda Lehnsherr (mother, deceased), Anya (half-sister, deceased), Lorna Dane (Polaris, half-sister), Vision (estranged husband), Django Maximoff (foster father, deceased), Marya Maximoff (foster mother, deceased), Crystal (sister-in-law), Luna (niece), Tommy & Billy (reincarnated sons), Talia Wagner (Nocturne, alternate reality daughter)",170.0,132.0
583,Sentry,75.0,100.0,100.0,84.0,Robert Reynolds,"Void, Bob, Golden Guardian of Good, John Victor Williams, Scout",Unknown,"Sentry #1 (September, 2000)",2000-07-26,Marvel Comics,neutral,Male,Mutant,"[""6'2"", '188 cm']","['194 lb', '87 kg']",blue,blond,Unknown,"The Watchtower (on top of Stark Tower, where it was formerly located before all memory of him disappeared)","Formerly Horsemen of Death, Osborn's Avengers, Mighty Avengers, New Avengers, partner of Scout","Lindy Reynolds (wife, deceased), Mrs. Reynolds (mother)",188.0,194.0
584,Shadow King,75.0,12.0,27.0,100.0,Amahl Farouk,"Professor X, Ananasi, Amahl Farouk, Evil One, Master of the Games; he also impersonated the following mind-controlled subjects (in chronological order): Alexander Flynn, Karma, Cypher, Jacob Reisz, Donald Pierce and probably others",Unknown,X-Men #117 (1979),1978-10-17,Marvel Comics,good,Unknown,Unknown,"[""6'1"", '185 cm']","['330 lb', '149 kg']",red,unknown,Unknown,"The Astral Plane; Formerly Cairo, Egypt.",Shadow Mob; former head of the Gladiators and the Cairo�s Thieves Quarter,Unknown,185.0,330.0
585,Shadow Lass,63.0,10.0,67.0,20.0,Tasmia Mallor,Unknown,Talok VIII,Adventure Comics #365,1967-12-28,DC Comics,good,Female,Talokite,"[""5'8"", '173 cm']","['120 lb', '54 kg']",black,black,Unknown,Unknown,Unknown,Unknown,173.0,120.0
586,Shadowcat,88.0,8.0,21.0,25.0,Kitty Pryde,"Kitty Pryde, Ariel, Sprite, Cat","Deerfield, Illinois","X-Men #129 (January, 1980)",1979-10-09,Marvel Comics,good,Female,Mutant,"[""5'6"", '168 cm']","['110 lb', '50 kg']",hazel,brown,"Teacher, Adventurer, former student","Xavier Insitute for Higher Learning, Salem Center, New York, formerly Muir Island off the coast of Scotland, formerly Excalibur's Lighthouse, formerly Braddock Manor, England","X-Men (New Charles Xavier School member), X-Men (Past) (tutor); formerly X-Men, Murder Circus (brainwashed), Lights (liaison), Paladins Squad, S.H.I.E.L.D., Gladiators, Excalibur (founding member), New Mutants, Knights of Wundagore","Kate (maternal great-grandmother), Samuel Prydeman (paternal grandfather, deceased), Chava Rosanoff (paternal great-aunt, deceased), Mr. Rosanoff (paternal great-uncle, apparently deceased), Nina (aunt), Carmen Pryde (father, deceased), Theresa Pryde (mother), Kenny (cousin)",168.0,110.0
587,Shang-Chi,63.0,12.0,30.0,50.0,Shang-Chi,The Master of Kung Fu; The Rising and Advancing of the Spirit; Chinaman (by Jack Tarr),Unknown,"Special Marvel Edition #15 (December, 1973)",1973-10-02,Marvel Comics,good,Male,Human,"[""5'10"", '178 cm']","['175 lb', '79 kg']",brown,black,Unknown,Unknown,"MI-5, MI-6, ""Marvel Knights"", Heroes For Hire, Freelance Restorations, Si-Fan, Secret Avengers","Fu Manchu, father; unnamed mother; Fah Lo Suee, (half-sister); Whispering Shadow (half-brother, deceased)",178.0,175.0
588,Shatterstar,63.0,48.0,45.0,64.0,Gaveedra Seven,Benjamin Russell,Mojoworld,New Mutants #99,1991-01-08,Marvel Comics,good,Male,Unknown,"[""6'3"", '191 cm']","['195 lb', '88 kg']",brown,red,Warrior,Unknown,"X-Force, Blood Cadre Alliance (former member)","Longshot (father), Dazzler (mother), Mojo V",191.0,195.0
589,She-Hulk,81.0,100.0,42.0,100.0,Jennifer Walters,Jade Giantess,"Los Angeles, California",She-Hulk (Vol. 1) #1,1979-11-13,Marvel Comics,good,Female,Human,"[""6'7"", '201 cm']","['700 lb', '315 kg']",green,green,"Lawyer, Magistra of the Living Tribunal","Law offices of Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers Mansion; Baxter Building, Four Freedoms Plaza","Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers, Fantastic Four, Heroes for Hire","Bruce Banner (Hulk, cousin)",201.0,700.0
591,Shocker,63.0,10.0,23.0,70.0,Herman Schultz,Unknown,Unknown,Amazing Spider-Man #46,1966-12-13,Marvel Comics,bad,Male,Human,"[""5'9"", '175 cm']","['175 lb', '79 kg']",brown,brown,"Professional thief, hired assassin","New York City, New York","Formerly Masters of Evil, Sinister Syndicate, Sinister Seven, Sinister Twelve",Mr. & Mrs. Schultz (parents),175.0,175.0
594,Sif,63.0,90.0,67.0,80.0,Sif,"Lady Sif, Erika Velez, Mrs. Chambers, Sybil",Unknown,"Journey into Mystery #102 (March, 1964)",1963-12-10,Marvel Comics,good,Female,Asgardian,"[""6'2"", '188 cm']","['425 lb', '191 kg']",blue,black,Unknown,Broxton/Asgard; Formerly New York City,The Gods of Asgard,Heimdall (brother),188.0,425.0
598,Silver Surfer,56.0,100.0,100.0,90.0,Norrin Radd,Unknown,Zenn-La,"Fantastic Four, Vol. 1 #48",1966-01-04,Marvel Comics,good,Male,Alien,"[""6'4"", '193 cm']","['225 lb', '101 kg']",white,no hair,"Adventurer, formerly Galactus' Herald",mobile throughout the universe,"Former member of Defenders, former member of the Star Masters","Jartran Radd (father, deceased), Elmar Radd (mother, deceased)",193.0,225.0
599,Silverclaw,50.0,28.0,35.0,42.0,Maria de Guadalupe Santiago,"La Garra Argentado, Daughter of the Volcano God,","The village of Kamekeri, Costa Verde",Avengers #8 (1998),1998-07-01,Marvel Comics,good,Female,Unknown,"[""5'2"", '157 cm']","['110 lb', '50 kg']",brown,black,"University student, adventurer","Empire State University and Avengers Mansion, New York City, NY","The Secret Avengers, formerly reserve member of the Avengers","Jaime Santiago (father), Peliali (mother), Edwin Jarvis (""uncle"")",157.0,110.0
601,Sinestro,75.0,85.0,53.0,64.0,Thaal Sinestro,"Green Lantern, White Lantern, Yellow Lantern, Parallax, Indigo Lantern","Korugar City, Korugar",Green Lantern Vol 2 #7,1961-06-01,DC Comics,neutral,Male,Korugaran,"[""6'7"", '201 cm']","['205 lb', '92 kg']",black,black,Unknown,"Ranx, Warworld. formerly New Korugar, Qward, Oa","Sinestro Corps, formerly Green Lantern Corps, Secret Society, Injustice League","Witch Queen (sister, pre-Crisis), Soranik Natu (daughter), Arin Sur (wife, deceased), Abin Sur (brother-in-law, deceased), Amon Sur (nephew)",201.0,205.0
602,Siren,56.0,62.0,79.0,60.0,Hila,Unknown,Unknown,"Aquaman #22 (August, 1965)",1965-06-29,DC Comics,bad,Female,Atlantean,"[""5'9"", '175 cm']","['160 lb', '72 kg']",blue,purple,Unknown,formely Atlantis,Unknown,"Mera (twin sister), Aquaman (brother-in-law)",175.0,160.0
604,Siryn,38.0,8.0,47.0,28.0,Theresa Rourke Cassidy,Theresa Rourke,"Cassidy Keep, County Mayo, Ireland",Spider-Woman (first series) #37,1981-01-06,Marvel Comics,bad,Female,Unknown,"[""5'6"", '168 cm']","['115 lb', '52 kg']",blue,strawberry blond,(current) Adventurer (former) Professional Criminal,Unknown,"(Current) X-Factor (former) Ally of Black Tom and the Juggernaut, Fallen Angels, X-Force","Sean Cassidy (Banshee, father), Maeve Rourke (mother, deceased), Black Tom Cassidy (cousin)",168.0,115.0
605,Skaar,50.0,85.0,27.0,90.0,Unknown,"Savior, Son of Hulk, WorldBreaker, Long Hair, Little Monster, Conan",Sakaar,"World War Hulk #5, 2007",2007-11-14,Marvel Comics,good,Male,Unknown,"[""6'6"", '198 cm']","['400 lb', '180 kg']",green,black,Warrior,Unknown,Unknown,"Morris Walters (granduncle), Elaine Banner-Walters (paternal grandaunt, deceased), Brian Banner (paternal grandfather, deceased), Rebecca Banner (paternal grandmother, deceased), She-Hulk (1st cousin once removed), Hulk (father), Caiera the Oldstrong (mother, deceased), Hiro-Kala (Twin brother), Lyra (half-sister)",198.0,400.0
607,Snowbird,50.0,32.0,27.0,42.0,Narya,Anne McKenzie-Thompson,"Near Resolute Bay, Northwest Territories, Canada",Uncanny X-Men #120,1979-01-23,Marvel Comics,good,Female,Unknown,"[""5'10'"", '178 cm']","['108 lb', '49 kg']",white,blond,"Goddess, adventurer, former records officer",formerly Department H,"God Squad; formerly Alpha Flight, Eskimo Gods, Royal Canadian Mounted Police, The Flight","Hodiak (grandfather), Nelvanna (mother), Richard Lawrence Easton (father, deceased), Michael Twoyoungmen (Shaman, foster father), Douglas Thompson (husband, deceased), unnamed son (deceased)",178.0,108.0
609,Solomon Grundy,9.0,93.0,13.0,100.0,Cyrus Gold,Marshland Monster,Gotham City,"All-American Comics #61 (October, 1944)",1944-08-23,DC Comics,bad,Male,Zombie,"[""9'2"", '279 cm']","['971 lb', '437 kg']",black,white,Unknown,Unknown,"Formerly, Injustice Society, Injustice League, the Society, Infinity, Inc; Injustice Unlimited, Black Lantern Corps","Unnamed wife (deceased); Karin Rykel (possible descendant, deceased); Chrissie Cavendish (possible descendant)",279.0,971.0
611,Space Ghost,38.0,18.0,33.0,40.0,Thaddeus Bach,"Ted Ghostel, Tad Ghostal",Unknown,Space Ghost (1966),1966-09-10,DC Comics,good,Male,Human,"[""6'2"", '188 cm']","['250 lb', '113 kg']",unknown,unknown,Unknown,Unknown,Galactic Heroes,Unknown,188.0,250.0
618,Spider-Girl,63.0,38.0,60.0,65.0,May 'Mayday' Parker,Unknown,"New York City, New York","What If? Vol 2 #105 (February, 1998)",1997-12-23,Marvel Comics,good,Female,Human,"[""5'7"", '170 cm']","['119 lb', '54 kg']",blue,brown,Unknown,"New York City, New York",Unknown,Unknown,170.0,119.0
619,Spider-Gwen,75.0,55.0,63.0,70.0,Gwen Stacy,Spider-Woman,Unknown,Edge of Spider-Verse #2,2014-09-17,Marvel Comics,good,Female,Human,"[""5'5"", '165 cm']","['125 lb', '56 kg']",blue,blond,Unknown,Unknown,"Warriors of the Great Web; formerly Mary Janes, Spider-Army","George Stacy (father), Helen Stacy (mother, deceased)",165.0,125.0
620,Spider-Man,90.0,55.0,67.0,75.0,Peter Parker,"Spiderman, Bag-Man, Black Marvel, Captain Universe, Dusk, Green Hood, Hornet, Mad Dog 336, Peter Palmer, Prodigy, Ricochet, Scarlet Spider, Spider-Boy, Spider-Hulk, Spider-Morphosis","New York, New York",Amazing Fantasy #15,1962-06-05,Marvel Comics,good,Male,Human,"[""5'10"", '178 cm']","['165 lb', '74 kg']",hazel,brown,"Freelance photographer, teacher","New York, New York","Member of the Avengers, formerly member of Outlaws, alternate Fantastic Four","Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)",178.0,165.0
623,Spider-Woman,56.0,42.0,42.0,60.0,Jessica Drew,"Arachne, Ariadne Hyde, Dark Angel, Dark Angel of San Francisco","London, England","Marvel Spotlight #32 (February, 1977)",1976-12-09,Marvel Comics,good,Female,Human,"[""5'10"", '178 cm']","['130 lb', '59 kg']",green,black,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer",Unknown,Former agent of HYDRA,"Jonathan (father, deceased), Merriem (mother, deceased)",178.0,130.0
625,Spider-Woman III,50.0,48.0,27.0,42.0,Martha Franklin,Unknown,"Rochester, New York",(cameo) Spectacular Spider-Man #263 (1998); (full) Amazing Spider-Man #441 (1998),1998-06-03,Marvel Comics,good,Female,Unknown,"[""5'8"", '173 cm']","['123 lb', '55 kg']",brown,brown,Unknown,Unknown,Formerly Gathering of the Five,"Jeremy Franklin (father, deceased), Bernice Franklin (mother, deceased), J. Jonah Jameson (foster father), Marla Madison (foster mother)",173.0,123.0
628,Spyke,50.0,12.0,17.0,60.0,Evan Daniels,"Porcupine, Armadillo",Unknown,"""Speed & Spyke"" (December 9, 2000)",2000-12-09,Marvel Comics,good,Male,Mutant,"[""6'0"", '183 cm']","['185 lb', '83 kg']",brown,blond,Unknown,Unknown,Morlocks; Formerly: X-Men,"Mr. Daniels (father), Vivian Munroe-Daniels (mother), Storm (maternal aunt)",183.0,185.0
630,Star-Lord,69.0,20.0,33.0,50.0,Peter Jason Quill,Starlord,Unknown,"Marvel Preview #4 (January, 1976)",1975-11-18,Marvel Comics,good,Male,Human-Spartoi,"[""6'2"", '188 cm']","['175 lb', '79 kg']",blue,blond,Adventurer; Royal Prince of Spartax,"C.I.T.T.; formerly Kree space; Hala, Daedalus 5","Guardians of the Galaxy (leader); formerly unnamed commando team, United Front, Imperial Guard, partner of Ship, NASA","Eson (grandfather, deceased), Gareth (great-uncle, deceased), Jason of Sparta (father), Meredith Quill (mother, deceased), Victoria (half-sister), Kip Holm (adopted brother), Sandy (adopted sister in-law), Alain (adopted niece), Rhys, Robyn (adopted nephews), Kitty Pryde (fiance), Unnamed former Symbiote",188.0,175.0
632,Starfire,50.0,80.0,33.0,85.0,Koriand'r,"Princess Koriandr, Kory Anders, Nova",Tamaran,"DC Comics Presents #26 (October, 1980)",1980-08-28,DC Comics,good,Female,Tamaranean,"[""6'4"", '193 cm']","['158 lb', '71 kg']",green,auburn,Model,"Formerly Titans Island, New York City; Titans Tower, San Francisco","Formerly R.E.B.E.L.S., Justice League of America, Teen Titans, Outsiders","King Myand'r (father), Queen Luand'r (mother), Queen Komand'r (sister, Blackfire), Ryand'r (brother), Prince Karras (husband, deceased), Ph'yzzon (husband, deceased)",193.0,158.0
633,Stargirl,63.0,80.0,25.0,90.0,Courtney Whitmore,"Star-Spangled Kid, Star, Stars",Unknown,"Stars and S.T.R.I.P.E. #0 (July, 1999)",1999-05-05,DC Comics,good,Female,Human,"[""5'5"", '165 cm']","['137 lb', '62 kg']",blue,blond,Unknown,"Manhattan, New York City; Formerly Beverly Hills, California; later Blue Valley, Nebraska; later Metropolis",Justice Society of America,"Barbara Whitmore-Dugan (mother); Sam Kurtis (father, deceased); Pat Dugan (S.T.R.I.P.E., Stepfather); Mike Dugan (stepbrother); Patricia Dugan (sister)",165.0,137.0
634,Static,69.0,8.0,42.0,50.0,Virgil Hawkins,"Sparky, Virg, V, V-Man","Paris Island, Dakota City","Static #1 (June, 1993)",1993-04-06,DC Comics,good,Male,Mutant,"[""5'7"", '170 cm']","['140 lb', '63 kg']",brown,black,Student,"Titans Tower, formerly Abandoned Gas Station of Solitude, Dakota City","Shadow Cabinet, Heroes, Teen Titans","Robert Hawkins (father), Jean Hawkins (mother), Sharon Hawkins (sister), Homer Hawkins (grandfather), Teshom� Hawkins (uncle, deceased),",170.0,140.0
635,Steel,81.0,82.0,53.0,90.0,John Henry Irons,"Man of Steel, Henry Johnson","Washington, D.C.",Adventures of Superman #500 (1993),1993-04-14,DC Comics,good,Male,Unknown,"[""6'7"", '201 cm']","['290 lb', '131 kg']",brown,no hair,"Weapons designer, former steelworker","Steelworks, Metropolis; formerly Jersey City and Washington D.C.",Reserve member of the Justice League of America,"Mrs. Irons (mother, deceased), Mr. Irons (father, deceased), Maternal Grandmother (deceased), maternal grandfather (deceased), Butter (grandfather), Bess (grandmother, deceased), Clay Irons (brother), Jemahl Irons (nephew), Blondell Irons (sister-in-law), Natasha Irons (Starlight, niece), Paco (nephew), Tyke (former foster nephew)",201.0,290.0
637,Steppenwolf,94.0,100.0,83.0,100.0,Unknown,Steppenwulf,Unknown,The New Gods #7,1971-12-07,DC Comics,bad,Male,New God,"[""6'0"", '183 cm']","['203 lb', '91 kg']",red,black,Unknown,Unknown,Unknown,Unknown,183.0,203.0
638,Storm,75.0,10.0,47.0,30.0,Ororo Munroe,"Ororo Iqadi TChalla, Queen Ororo, Ororo Komo Wakandas,White Queen, Weather Witch, Windrider, Goddess, Mistress of the Elements, Princess of NDare, High Priestess Windrider, Goddess, Mistress of the Elements, Princess of NDare, High Priestess","New York, New York","Giant-Size X-Men #1 (May, 1975)",1975-05-01,Marvel Comics,good,Female,Mutant,"[""5'11"", '180 cm']","['127 lb', '57 kg']",blue,white,Adventurer,"Xavier Institute, Salem Center, Westchester County, New York State","X-Men (Jean Grey School member, leader); formerly X-Force (Strike Team); Murder Circus (brainwashed), Extinction Team, Avengers[3], Fantastic Four, X.S.E., X-Treme X-Men, Tokyo Arena, The Twelve, Seven Brides of Set, Hellfire Club (Inner Circle), Morlocks","Ayesha of Balobedu (ancestor), Ashake of Egypt (ancestor), Ashake of Mero� (ancestor), unnamed ancestor, Harriet Munroe (paternal grandmother), unnamed paternal grandfather, unnamed maternal grandmother, David Munroe (father, deceased), N'Dar� Munroe (mother, deceased), Ainet (unofficial foster mother), Achmed El Gib�r (unofficial foster father), Colonel Shetani (maternal uncle), unnamed paternal aunt (deceased), David Munroe, Jr. (cousin), Munroe Family (relatives), Black Panther (T'Challa) (ex-husband, marriage annulled)",180.0,127.0
640,Sunspot,63.0,63.0,35.0,25.0,Roberto DaCosta,"Robert DaCosta, Bobby; Black Rook, Black King, Reignfire","Rio de Janeiro, Brazil","Marvel Graphic Novel #4 (October, 1982)",1982-09-15,Marvel Comics,good,Male,Mutant,"[""5'8"", '173 cm']","['170 lb', '77 kg']",brown,black,"Adventurer, businessman","1128 Mission Street, San Francisco, California","Avengers; formerly X-Men, New Mutants, Young X-Men, X-Corporation (Los Angeles branch), MLF, X-Force, Fallen Angels, Hellfire Club, Bratpack","Emmanuel da Costa (father, deceased), Nina da Costa (mother), Reignfire (genetic copy, deceased)",173.0,170.0
641,Superboy,75.0,95.0,83.0,90.0,Kon-El / Conner Kent,"Experiment 13; Superman; Project: Superman; Carl Krummett; Project: Lionel Luthor; The Metropolis Kid, Superman",Project Cadmus cloning facility,"Adventures of Superman #500 (June, 1993)",1993-04-14,DC Comics,good,Male,Unknown,"[""5'7"", '170 cm']","['150 lb', '68 kg']",blue,black,Unknown,San Francisco; Smallville; Formerly Metropolis; Formerly Honolulu,"Teen Titans, Legion of Super-Heroes, Team Superman; Formerly Young Justice, Project Cadmus, Ravers","Superman (Kryptonian genetic template), Lex Luthor (Human genetic template), Match (clone)",170.0,150.0
642,Superboy-Prime,94.0,100.0,100.0,100.0,Kal-El,Superman-Prime; Prime; Superboy; Clark Kent; Clarkie; Time Trapper,Krypton (Earth-Prime),"DC Comics Presents #87 (November, 1985)",1985-08-01,DC Comics,bad,Male,Kryptonian,"[""5'11"", '180 cm']","['170 lb', '77 kg']",blue,black / blue,Unknown,"currently a recreation of Earth-Prime, formerly Qward, Anti-Matter Universe.","Formerly Black Lantern Corps, Legion of Super-Villains, Sinestro Corps","Jor-El (father; deceased); Lara (mother, deceased); Jerry Kent (adoptive father); Naomi Kent (adoptive mother)",180.0,170.0
