id,name,intelligence,strength,speed,durability,power,combat,full-name,alter-egos,aliases,place-of-birth,First Appearance,Release Date,publisher,alignment,gender,race,height,weight,eye-color,hair-color,occupation,base,group-affiliation,relatives,height_cm,weight_kg,BMI
586,Shadowcat,88.0,8.0,21.0,25.0,69.0,70.0,Kitty Pryde,No alter egos found.,"Kitty Pryde, Ariel, Sprite, Cat","Deerfield, Illinois","X-Men #129 (January, 1980)",10/09/1979,Marvel Comics,good,Female,Mutant,"[""5'6"", '168 cm']","['110 lb', '50 kg']",hazel,brown,"Teacher, Adventurer, former student","Xavier Insitute for Higher Learning, Salem Center, New York, formerly Muir Island off the coast of Scotland, formerly Excalibur's Lighthouse, formerly Braddock Manor, England","X-Men (New Charles Xavier School member), X-Men (Past) (tutor); formerly X-Men, Murder Circus (brainwashed), Lights (liaison), Paladins Squad, S.H.I.E.L.D., Gladiators, Excalibur (founding member), New Mutants, Knights of Wundagore","Kate (maternal great-grandmother), Samuel Prydeman (paternal grandfather, deceased), Chava Rosanoff (paternal great-aunt, deceased), Mr. Rosanoff (paternal great-uncle, apparently deceased), Nina (aunt), Carmen Pryde (father, deceased), Theresa Pryde (mother), Kenny (cousin)",168.0,110.0,38.9739229024943
587,Shang-Chi,63.0,12.0,30.0,50.0,29.0,100.0,Shang-Chi,No alter egos found.,The Master of Kung Fu; The Rising and Advancing of the Spirit; Chinaman (by Jack Tarr),Unknown,"Special Marvel Edition #15 (December, 1973)",10/02/1973,Marvel Comics,good,Male,Human,"[""5'10"", '178 cm']","['175 lb', '79 kg']",brown,black,Unknown,Unknown,"MI-5, MI-6, ""Marvel Knights"", Heroes For Hire, Freelance Restorations, Si-Fan, Secret Avengers","Fu Manchu, father; unnamed mother; Fah Lo Suee, (half-sister); Whispering Shadow (half-brother, deceased)",178.0,175.0,55.2329251357152
588,Shatterstar,63.0,48.0,45.0,64.0,49.0,84.0,Gaveedra Seven,No alter egos found.,Benjamin Russell,Mojoworld,New Mutants #99,01/08/1991,Marvel Comics,good,Male,Unknown,"[""6'3"", '191 cm']","['195 lb', '88 kg']",brown,red,Warrior,Unknown,"X-Force, Blood Cadre Alliance (former member)","Longshot (father), Dazzler (mother), Mojo V",191.0,195.0,53.4524821139771
589,She-Hulk,81.0,100.0,42.0,100.0,40.0,70.0,Jennifer Walters,No alter egos found.,Jade Giantess,"Los Angeles, California",She-Hulk (Vol. 1) #1,11/13/1979,Marvel Comics,good,Female,Human,"[""6'7"", '201 cm']","['700 lb', '315 kg']",green,green,"Lawyer, Magistra of the Living Tribunal","Law offices of Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers Mansion; Baxter Building, Four Freedoms Plaza","Goodman, Lieber, Kurtzberg, & Holliway; formerly Avengers, Fantastic Four, Heroes for Hire","Bruce Banner (Hulk, cousin)",201.0,700.0,173.263038043613
591,Shocker,63.0,10.0,23.0,70.0,79.0,56.0,Herman Schultz,No alter egos found.,Unknown,Unknown,Amazing Spider-Man #46,12/13/1966,Marvel Comics,bad,Male,Human,"[""5'9"", '175 cm']","['175 lb', '79 kg']",brown,brown,"Professional thief, hired assassin","New York City, New York","Formerly Masters of Evil, Sinister Syndicate, Sinister Seven, Sinister Twelve",Mr. & Mrs. Schultz (parents),175.0,175.0,57.1428571428571
592,Shriek,50.0,10.0,23.0,28.0,45.0,42.0,Frances Louise Barrison,No alter egos found.,Sandra Deel,Unknown,Unknown,,Marvel Comics,good,Female,Unknown,"[""5'8"", '173 cm']","['115 lb', '52 kg']",yellow / blue,black,"Former partner of Carnage, Carrion (Malcolm McBride), Demogoblin and Doppelganger). Before she became Shriek, she was a rock band groupie and drug dealer.",Unknown,Formerly Carnage Family,"Carnage (adopted husband), Carrion (Malcolm McBride) and Demogoblin (adopted sons), Doppelganger (adopted pet)",173.0,115.0,38.4242707741655
593,Shrinking Violet,,,,,,,Unknown,No alter egos found.,Unknown,Unknown,Unknown,,DC Comics,good,Female,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
594,Sif,63.0,90.0,67.0,80.0,100.0,70.0,Sif,No alter egos found.,"Lady Sif, Erika Velez, Mrs. Chambers, Sybil",Unknown,"Journey into Mystery #102 (March, 1964)",12/10/1963,Marvel Comics,good,Female,Asgardian,"[""6'2"", '188 cm']","['425 lb', '191 kg']",blue,black,Unknown,Broxton/Asgard; Formerly New York City,The Gods of Asgard,Heimdall (brother),188.0,425.0,120.246717971933
595,Silk,75.0,48.0,71.0,70.0,71.0,65.0,Cindy Moon,No alter egos found.,Unknown,Unknown,Amazing Spider-Man Vol 3 #4,08/13/2014,Marvel Comics,good,Female,Human,"['-', '0 cm']","['- lb', '0 kg']",brown,black,"Vigilante, intern at Fact Channel News, adventurer; former student","Sims Tower, Times Square, Manhattan, New York City, New York; formerly Sims Tower, Times Square, Manhattan, New York City, New York, Earth-3145; Central Park, Manhattan, New York City, New York, Earth-13","Black Cat's Gang, Fact Channel News; formerly Spider-Army, partner of Spider-Man, Ezekiel Sims","Albert Moon. Sr. (father, estranged), unnamed mother (estranged), Albert Moon, Jr. (brother, estranged), Spider-Man (Peter Parker, bit by same spider)",,,
596,Silk Spectre,,,,,,,Sally Juspeczyk,No alter egos found.,Sally Jupiter,Unknown,Unknown,,DC Comics,good,Female,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,"Watchmen, Minutemen",Silk Spectre II (daughter),,,
597,Silk Spectre II,,51.0,,,,,Laurie Juspeczyk,No alter egos found.,Unknown,Unknown,Unknown,,DC Comics,good,Female,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Watchmen,Silk Spectre I (mother),,,
598,Silver Surfer,56.0,100.0,100.0,90.0,100.0,32.0,Norrin Radd,No alter egos found.,Unknown,Zenn-La,"Fantastic Four, Vol. 1 #48",01/04/1966,Marvel Comics,good,Male,Alien,"[""6'4"", '193 cm']","['225 lb', '101 kg']",white,no hair,"Adventurer, formerly Galactus' Herald",mobile throughout the universe,"Former member of Defenders, former member of the Star Masters","Jartran Radd (father, deceased), Elmar Radd (mother, deceased)",193.0,225.0,60.40430615587
599,Silverclaw,50.0,28.0,35.0,42.0,34.0,42.0,Maria de Guadalupe Santiago,No alter egos found.,"La Garra Argentado, Daughter of the Volcano God,","The village of Kamekeri, Costa Verde",Avengers #8 (1998),07/01/1998,Marvel Comics,good,Female,Unknown,"[""5'2"", '157 cm']","['110 lb', '50 kg']",brown,black,"University student, adventurer","Empire State University and Avengers Mansion, New York City, NY","The Secret Avengers, formerly reserve member of the Avengers","Jaime Santiago (father), Peliali (mother), Edwin Jarvis (""uncle"")",157.0,110.0,44.6265568582904
600,Simon Baz,56.0,90.0,42.0,55.0,100.0,60.0,Simoon Baz,No alter egos found.,"Green Lantern, White Lantern","Dearborn, Michigan","The New 52: FCBD Special Edition #1 (June, 2012)",05/05/2012,DC Comics,good,Male,Human,"['-', '0 cm']","['- lb', '0 kg']",bown,black,Unknown,Unknown,Unknown,"Sira Baz (sister), Farid Amar (nephew), Nazir Amar (brother in-law)",,,
601,Sinestro,75.0,85.0,53.0,64.0,100.0,55.0,Thaal Sinestro,No alter egos found.,"Green Lantern, White Lantern, Yellow Lantern, Parallax, Indigo Lantern","Korugar City, Korugar",Green Lantern Vol 2 #7,06/01/1961,DC Comics,neutral,Male,Korugaran,"[""6'7"", '201 cm']","['205 lb', '92 kg']",black,black,Unknown,"Ranx, Warworld. formerly New Korugar, Qward, Oa","Sinestro Corps, formerly Green Lantern Corps, Secret Society, Injustice League","Witch Queen (sister, pre-Crisis), Soranik Natu (daughter), Arin Sur (wife, deceased), Abin Sur (brother-in-law, deceased), Amon Sur (nephew)",201.0,205.0,50.7413182842009
602,Siren,56.0,62.0,79.0,60.0,92.0,60.0,Hila,No alter egos found.,Unknown,Unknown,"Aquaman #22 (August, 1965)",06/29/1965,DC Comics,bad,Female,Atlantean,"[""5'9"", '175 cm']","['160 lb', '72 kg']",blue,purple,Unknown,formely Atlantis,Unknown,"Mera (twin sister), Aquaman (brother-in-law)",175.0,160.0,52.244897959183696
603,Siren II,,,,,,,La Sirene la Bailene,No alter egos found.,Unknown,Atlantis,The Titans #5 (1999),05/12/1999,DC Comics,bad,Female,Unknown,"['-', '0 cm']","['- lb', '0 kg']",black,unknown,Unknown,Unknown,Unknown,Unknown,,,
604,Siryn,38.0,8.0,47.0,28.0,50.0,42.0,Theresa Rourke Cassidy,No alter egos found.,Theresa Rourke,"Cassidy Keep, County Mayo, Ireland",Spider-Woman (first series) #37,01/06/1981,Marvel Comics,bad,Female,Unknown,"[""5'6"", '168 cm']","['115 lb', '52 kg']",blue,strawberry blond,(current) Adventurer (former) Professional Criminal,Unknown,"(Current) X-Factor (former) Ally of Black Tom and the Juggernaut, Fallen Angels, X-Force","Sean Cassidy (Banshee, father), Maeve Rourke (mother, deceased), Black Tom Cassidy (cousin)",168.0,115.0,40.7454648526077
605,Skaar,50.0,85.0,27.0,90.0,69.0,85.0,Unknown,No alter egos found.,"Savior, Son of Hulk, WorldBreaker, Long Hair, Little Monster, Conan",Sakaar,"World War Hulk #5, 2007",11/14/2007,Marvel Comics,good,Male,Unknown,"[""6'6"", '198 cm']","['400 lb', '180 kg']",green,black,Warrior,Unknown,Unknown,"Morris Walters (granduncle), Elaine Banner-Walters (paternal grandaunt, deceased), Brian Banner (paternal grandfather, deceased), Rebecca Banner (paternal grandmother, deceased), She-Hulk (1st cousin once removed), Hulk (father), Caiera the Oldstrong (mother, deceased), Hiro-Kala (Twin brother), Lyra (half-sister)",198.0,400.0,102.030405060708
606,Snake-Eyes,,,,,,,Unknown,No alter egos found.,Xanthian Boulder Crusher,Unknown,"Marvel Team-Up Annual Vol 1 #7 October, 1984",07/17/1984,Marvel Comics,bad,Male,Animal,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
607,Snowbird,50.0,32.0,27.0,42.0,70.0,52.0,Narya,No alter egos found.,Anne McKenzie-Thompson,"Near Resolute Bay, Northwest Territories, Canada",Uncanny X-Men #120,01/23/1979,Marvel Comics,good,Female,Unknown,"[""5'10'"", '178 cm']","['108 lb', '49 kg']",white,blond,"Goddess, adventurer, former records officer",formerly Department H,"God Squad; formerly Alpha Flight, Eskimo Gods, Royal Canadian Mounted Police, The Flight","Hodiak (grandfather), Nelvanna (mother), Richard Lawrence Easton (father, deceased), Michael Twoyoungmen (Shaman, foster father), Douglas Thompson (husband, deceased), unnamed son (deceased)",178.0,108.0,34.0866052266128
608,Sobek,50.0,34.0,23.0,46.0,20.0,56.0,Yurrd the Unknown,No alter egos found.,Sobek the Talking Crocodile; The Unknown in Formless Time Before Time; Famine,Nile River; Bioengineered at Oolong Island,52 Week Twenty-Six,10/25/2006,DC Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",white,no hair,Unknown,Kahndaq,"Black Marvel Family, Four Horsemen",Unknown,,,
609,Solomon Grundy,9.0,93.0,13.0,100.0,92.0,30.0,Cyrus Gold,No alter egos found.,Marshland Monster,Gotham City,"All-American Comics #61 (October, 1944)",08/23/1944,DC Comics,bad,Male,Zombie,"[""9'2"", '279 cm']","['971 lb', '437 kg']",black,white,Unknown,Unknown,"Formerly, Injustice Society, Injustice League, the Society, Infinity, Inc; Injustice Unlimited, Black Lantern Corps","Unnamed wife (deceased); Karin Rykel (possible descendant, deceased); Chrissie Cavendish (possible descendant)",279.0,971.0,124.741460155959
610,Songbird,75.0,36.0,27.0,42.0,55.0,56.0,Melissa Joan Gold,No alter egos found.,"Screaming Mimi, Mimi Schwartz, Margie Green","Shoshoni, Wyoming",Unknown,,Marvel Comics,good,Female,Unknown,"[""5'5"", '165 cm']","['145 lb', '65 kg']",green,red / white,Adventurer; former criminal and wrestler,Unknown,"Formerly Thunderbolts, Masters of Evil, Unlimited Class Wrestling Federation, Grapplers","Mimi Gold (mother), Mr. Gold (father)",165.0,145.0,53.2598714416896
611,Space Ghost,38.0,18.0,33.0,40.0,95.0,80.0,Thaddeus Bach,No alter egos found.,"Ted Ghostel, Tad Ghostal",Unknown,Space Ghost (1966),09/10/1966,DC Comics,good,Male,Human,"[""6'2"", '188 cm']","['250 lb', '113 kg']",unknown,unknown,Unknown,Unknown,Galactic Heroes,Unknown,188.0,250.0,70.7333635129018
615,Speedy,50.0,6.0,33.0,20.0,26.0,70.0,Thea Queen,No alter egos found.,"Thea Merlyn, Mia, Red Arrow",Starling City,"Arrow (TV Series) - ""Pilot""",10/10/2012,DC Comics,good,Female,Human,"['-', '0 cm']","['- lb', '0 kg']",green,brown,Nightclub Owner,Unknown,Team Arrow,"Moira Queen (mother, deceased), Robert Queen (foster father, deceased), Walter Steele (step-father, formerly), Malcolm Merlyn (biological father), Oliver Queen (Green Arrow, half-brother), Tommy Merlyn (half-brother, deceased), William Clayton (nephew)",,,
618,Spider-Girl,63.0,38.0,60.0,65.0,53.0,75.0,May 'Mayday' Parker,No alter egos found.,Unknown,"New York City, New York","What If? Vol 2 #105 (February, 1998)",12/23/1997,Marvel Comics,good,Female,Human,"[""5'7"", '170 cm']","['119 lb', '54 kg']",blue,brown,Unknown,"New York City, New York",Unknown,Unknown,170.0,119.0,41.1764705882353
619,Spider-Gwen,75.0,55.0,63.0,70.0,66.0,70.0,Gwen Stacy,No alter egos found.,Spider-Woman,Unknown,Edge of Spider-Verse #2,09/17/2014,Marvel Comics,good,Female,Human,"[""5'5"", '165 cm']","['125 lb', '56 kg']",blue,blond,Unknown,Unknown,"Warriors of the Great Web; formerly Mary Janes, Spider-Army","George Stacy (father), Helen Stacy (mother, deceased)",165.0,125.0,45.9136822773187
620,Spider-Man,90.0,55.0,67.0,75.0,74.0,85.0,Peter Parker,No alter egos found.,"Spiderman, Bag-Man, Black Marvel, Captain Universe, Dusk, Green Hood, Hornet, Mad Dog 336, Peter Palmer, Prodigy, Ricochet, Scarlet Spider, Spider-Boy, Spider-Hulk, Spider-Morphosis","New York, New York",Amazing Fantasy #15,06/05/1962,Marvel Comics,good,Male,Human,"[""5'10"", '178 cm']","['165 lb', '74 kg']",hazel,brown,"Freelance photographer, teacher","New York, New York","Member of the Avengers, formerly member of Outlaws, alternate Fantastic Four","Richard Parker (father, deceased), Mary Parker(mother, deceased), Benjamin Parker (uncle, deceased), May Parker (aunt), Mary Jane Watson-Parker (wife), May Parker (daughter, allegedly deceased)",178.0,165.0,52.0767579851029
621,Spider-Man,,57.0,,,,,Miguel O'Hara,No alter egos found.,"Spider-Man 2099, Spiderman",Unknown,"Amazing Spider-Man #365 (August, 1992)",06/16/1992,Marvel Comics,good,Unknown,Human,"[""5'10"", '178 cm']","['170 lb', '77 kg']",red,brown,"CEO of Alchemax Corporation, Executive Assistant",Unknown,Unknown,Unknown,178.0,170.0,53.654841560409
622,Spider-Man,,58.0,,,,,Miles Morales,No alter egos found.,Spiderman,Unknown,"Ultimate Comics Fallout #4 (October, 2011)",08/03/2011,Marvel Comics,good,Male,Human,"[""5'2"", '157 cm']","['125 lb', '56 kg']",brown,black,"Student, adventurer, vigilante",Unknown,Unknown,Unknown,157.0,125.0,50.7119964298755
623,Spider-Woman,56.0,42.0,42.0,60.0,68.0,70.0,Jessica Drew,No alter egos found.,"Arachne, Ariadne Hyde, Dark Angel, Dark Angel of San Francisco","London, England","Marvel Spotlight #32 (February, 1977)",12/09/1976,Marvel Comics,good,Female,Human,"[""5'10"", '178 cm']","['130 lb', '59 kg']",green,black,"Form agent of HYDRA, former bounty hunter, private investigator, adventurer",Unknown,Former agent of HYDRA,"Jonathan (father, deceased), Merriem (mother, deceased)",178.0,130.0,41.0301729579599
624,Spider-Woman II,,,,,,,Unknown,No alter egos found.,Unknown,Unknown,Unknown,,Marvel Comics,good,Female,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
625,Spider-Woman III,50.0,48.0,27.0,42.0,60.0,28.0,Martha Franklin,No alter egos found.,Unknown,"Rochester, New York",(cameo) Spectacular Spider-Man #263 (1998); (full) Amazing Spider-Man #441 (1998),06/03/1998,Marvel Comics,good,Female,Unknown,"[""5'8"", '173 cm']","['123 lb', '55 kg']",brown,brown,Unknown,Unknown,Formerly Gathering of the Five,"Jeremy Franklin (father, deceased), Bernice Franklin (mother, deceased), J. Jonah Jameson (foster father), Marla Madison (foster mother)",173.0,123.0,41.0972635236727
626,Spider-Woman IV,,,,,,,Charlotte Witter,No alter egos found.,Spider-Woman,Unknown,Amazing Spider-Man Volume 2 #5 (# 446),05/26/1999,Marvel Comics,bad,Female,Unknown,"[""5'10"", '178 cm']","['128 lb', '58 kg']",red,white,"Fashion designer, professional criminal",New York City,Unknown,"Cassandra Webb (aka Madame Web, grandmother)",178.0,128.0,40.3989395278374
628,Spyke,50.0,12.0,17.0,60.0,48.0,30.0,Evan Daniels,No alter egos found.,"Porcupine, Armadillo",Unknown,"""Speed & Spyke"" (December 9, 2000)",12/09/2000,Marvel Comics,good,Male,Mutant,"[""6'0"", '183 cm']","['185 lb', '83 kg']",brown,blond,Unknown,Unknown,Morlocks; Formerly: X-Men,"Mr. Daniels (father), Vivian Munroe-Daniels (mother), Storm (maternal aunt)",183.0,185.0,55.2420197676849
629,Stacy X,,,,,,,Unknown,No alter egos found.,Unknown,Unknown,Unknown,,Marvel Comics,good,Female,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,,,
630,Star-Lord,69.0,20.0,33.0,50.0,25.0,70.0,Peter Jason Quill,No alter egos found.,Starlord,Unknown,"Marvel Preview #4 (January, 1976)",11/18/1975,Marvel Comics,good,Male,Human-Spartoi,"[""6'2"", '188 cm']","['175 lb', '79 kg']",blue,blond,Adventurer; Royal Prince of Spartax,"C.I.T.T.; formerly Kree space; Hala, Daedalus 5","Guardians of the Galaxy (leader); formerly unnamed commando team, United Front, Imperial Guard, partner of Ship, NASA","Eson (grandfather, deceased), Gareth (great-uncle, deceased), Jason of Sparta (father), Meredith Quill (mother, deceased), Victoria (half-sister), Kip Holm (adopted brother), Sandy (adopted sister in-law), Alain (adopted niece), Rhys, Robyn (adopted nephews), Kitty Pryde (fiance), Unnamed former Symbiote",188.0,175.0,49.5133544590312
631,Stardust,88.0,85.0,100.0,100.0,100.0,85.0,Unknown,No alter egos found.,Entity Lambda-Zero,Unknown,Unknown,,Marvel Comics,good,Male,Unknown,"['-', '0 cm']","['- lb', '0 kg']",unknown,unknown,Herald of Galactus,Unknown,Heralds of Galactus ; Formerly United Front,Unknown,,,
632,Starfire,50.0,80.0,33.0,85.0,59.0,70.0,Koriand'r,No alter egos found.,"Princess Koriandr, Kory Anders, Nova",Tamaran,"DC Comics Presents #26 (October, 1980)",08/28/1980,DC Comics,good,Female,Tamaranean,"[""6'4"", '193 cm']","['158 lb', '71 kg']",green,auburn,Model,"Formerly Titans Island, New York City; Titans Tower, San Francisco","Formerly R.E.B.E.L.S., Justice League of America, Teen Titans, Outsiders","King Myand'r (father), Queen Luand'r (mother), Queen Komand'r (sister, Blackfire), Ryand'r (brother), Prince Karras (husband, deceased), Ph'yzzon (husband, deceased)",193.0,158.0,42.4172461005665
633,Stargirl,63.0,80.0,25.0,90.0,87.0,55.0,Courtney Whitmore,No alter egos found.,"Star-Spangled Kid, Star, Stars",Unknown,"Stars and S.T.R.I.P.E. #0 (July, 1999)",05/05/1999,DC Comics,good,Female,Human,"[""5'5"", '165 cm']","['137 lb', '62 kg']",blue,blond,Unknown,"Manhattan, New York City; Formerly Beverly Hills, California; later Blue Valley, Nebraska; later Metropolis",Justice Society of America,"Barbara Whitmore-Dugan (mother); Sam Kurtis (father, deceased); Pat Dugan (S.T.R.I.P.E., Stepfather); Mike Dugan (stepbrother); Patricia Dugan (sister)",165.0,137.0,50.3213957759412
634,Static,69.0,8.0,42.0,50.0,90.0,40.0,Virgil Hawkins,No alter egos found.,"Sparky, Virg, V, V-Man","Paris Island, Dakota City","Static #1 (June, 1993)",04/06/1993,DC Comics,good,Male,Mutant,"[""5'7"", '170 cm']","['140 lb', '63 kg']",brown,black,Student,"Titans Tower, formerly Abandoned Gas Station of Solitude, Dakota City","Shadow Cabinet, Heroes, Teen Titans","Robert Hawkins (father), Jean Hawkins (mother), Sharon Hawkins (sister), Homer Hawkins (grandfather), Teshom� Hawkins (uncle, deceased),",170.0,140.0,48.4429065743945
635,Steel,81.0,82.0,53.0,90.0,64.0,64.0,John Henry Irons,No alter egos found.,"Man of Steel, Henry Johnson","Washington, D.C.",Adventures of Superman #500 (1993),04/14/1993,DC Comics,good,Male,Unknown,"[""6'7"", '201 cm']","['290 lb', '131 kg']",brown,no hair,"Weapons designer, former steelworker","Steelworks, Metropolis; formerly Jersey City and Washington D.C.",Reserve member of the Justice League of America,"Mrs. Irons (mother, deceased), Mr. Irons (father, deceased), Maternal Grandmother (deceased), maternal grandfather (deceased), Butter (grandfather), Bess (grandmother, deceased), Clay Irons (brother), Jemahl Irons (nephew), Blondell Irons (sister-in-law), Natasha Irons (Starlight, niece), Paco (nephew), Tyke (former foster nephew)",201.0,290.0,71.780401475211
637,Steppenwolf,94.0,100.0,83.0,100.0,100.0,100.0,Unknown,No alter egos found.,Steppenwulf,Unknown,The New Gods #7,12/07/1971,DC Comics,bad,Male,New God,"[""6'0"", '183 cm']","['203 lb', '91 kg']",red,black,Unknown,Unknown,Unknown,Unknown,183.0,203.0,60.61691898832449
638,Storm,75.0,10.0,47.0,30.0,88.0,75.0,Ororo Munroe,No alter egos found.,"Ororo Iqadi TChalla, Queen Ororo, Ororo Komo Wakandas,White Queen, Weather Witch, Windrider, Goddess, Mistress of the Elements, Princess of NDare, High Priestess Windrider, Goddess, Mistress of the Elements, Princess of NDare, High Priestess","New York, New York","Giant-Size X-Men #1 (May, 1975)",05/01/1975,Marvel Comics,good,Female,Mutant,"[""5'11"", '180 cm']","['127 lb', '57 kg']",blue,white,Adventurer,"Xavier Institute, Salem Center, Westchester County, New York State","X-Men (Jean Grey School member, leader); formerly X-Force (Strike Team); Murder Circus (brainwashed), Extinction Team, Avengers[3], Fantastic Four, X.S.E., X-Treme X-Men, Tokyo Arena, The Twelve, Seven Brides of Set, Hellfire Club (Inner Circle), Morlocks","Ayesha of Balobedu (ancestor), Ashake of Egypt (ancestor), Ashake of Mero� (ancestor), unnamed ancestor, Harriet Munroe (paternal grandmother), unnamed paternal grandfather, unnamed maternal grandmother, David Munroe (father, deceased), N'Dar� Munroe (mother, deceased), Ainet (unofficial foster mother), Achmed El Gib�r (unofficial foster father), Colonel Shetani (maternal uncle), unnamed paternal aunt (deceased), David Munroe, Jr. (cousin), Munroe Family (relatives), Black Panther (T'Challa) (ex-husband, marriage annulled)",180.0,127.0,39.1975308641975
639,Stormtrooper,10.0,8.0,8.0,15.0,5.0,20.0,Unknown,No alter egos found.,Unknown,Unknown,Star Wars: Episode IV - A New Hope (1977),05/25/1977,George Lucas,bad,Male,Human,"[""6'0"", '183 cm']","['- lb', '0 kg']",unknown,unknown,Unknown,Unknown,Unknown,Unknown,183.0,,
640,Sunspot,63.0,63.0,35.0,25.0,90.0,70.0,Roberto DaCosta,No alter egos found.,"Robert DaCosta, Bobby; Black Rook, Black King, Reignfire","Rio de Janeiro, Brazil","Marvel Graphic Novel #4 (October, 1982)",09/15/1982,Marvel Comics,good,Male,Mutant,"[""5'8"", '173 cm']","['170 lb', '77 kg']",brown,black,"Adventurer, businessman","1128 Mission Street, San Francisco, California","Avengers; formerly X-Men, New Mutants, Young X-Men, X-Corporation (Los Angeles branch), MLF, X-Force, Fallen Angels, Hellfire Club, Bratpack","Emmanuel da Costa (father, deceased), Nina da Costa (mother), Reignfire (genetic copy, deceased)",173.0,170.0,56.8010959270273
641,Superboy,75.0,95.0,83.0,90.0,95.0,60.0,Kon-El / Conner Kent,No alter egos found.,"Experiment 13; Superman; Project: Superman; Carl Krummett; Project: Lionel Luthor; The Metropolis Kid, Superman",Project Cadmus cloning facility,"Adventures of Superman #500 (June, 1993)",04/14/1993,DC Comics,good,Male,Unknown,"[""5'7"", '170 cm']","['150 lb', '68 kg']",blue,black,Unknown,San Francisco; Smallville; Formerly Metropolis; Formerly Honolulu,"Teen Titans, Legion of Super-Heroes, Team Superman; Formerly Young Justice, Project Cadmus, Ravers","Superman (Kryptonian genetic template), Lex Luthor (Human genetic template), Match (clone)",170.0,150.0,51.9031141868512
642,Superboy-Prime,94.0,100.0,100.0,100.0,100.0,85.0,Kal-El,No alter egos found.,Superman-Prime; Prime; Superboy; Clark Kent; Clarkie; Time Trapper,Krypton (Earth-Prime),"DC Comics Presents #87 (November, 1985)",08/01/1985,DC Comics,bad,Male,Kryptonian,"[""5'11"", '180 cm']","['170 lb', '77 kg']",blue,black / blue,Unknown,"currently a recreation of Earth-Prime, formerly Qward, Anti-Matter Universe.","Formerly Black Lantern Corps, Legion of Super-Villains, Sinestro Corps","Jor-El (father; deceased); Lara (mother, deceased); Jerry Kent (adoptive father); Naomi Kent (adoptive mother)",180.0,170.0,52.4691358024691
643,Supergirl,94.0,100.0,100.0,100.0,100.0,75.0,Kara Zor-El,No alter egos found.,"Linda Lang, Kara-El, Kara Kent, Flamebird, Trinity Child, Teen of Tomorrow, The Girl of Steel, The Maid of Might, The Princess of Power, Mighty Maid, Claire Connors, Bluebird","Argo City, Krypton","Superman/Batman #8 (May, 2004)",03/17/2004,DC Comics,good,Female,Kryptonian,"[""5'5"", '165 cm']","['120 lb', '54 kg']",blue,blond,"Intern, Adventurer, Student, Crime-Fighter",Metropolis,"Formerly Justice League of America, Supermen of America, Justice League of Amazons, Kent Family, Superman Family, Kryptonian Science Guild, Teen Titans, Legion of Super-Heroes, Outsiders","Zor-El (father), Allura In-Ze (mother), Jor-El II (uncle, deceased), Lara Lor-Van (aunt, deceased), Kal-El (Superman,Clark Kent, cousin), Lois Lane (cousin-in-law), Jonathan Kent (adopted uncle), Martha Kent (adopted aunt), Kon-El (Superboy, Conner Kent, clone cousin, deceased), Nim-El (uncle), Dondra Klu-Ta (aunt), Don-El (cousin), Jor-El I (praternal grandfather, deceased), Nimda An-Dor (paternal grandmother, deceased), Lar-Van (maternal grandfather, deceased), Lara Rok-Var (maternal grandmother, deceased), Val-El, Sul-El, Tala-El, Hatu-El, Gam-El (ancestors, deceased)",165.0,120.0,44.0771349862259
645,Swamp Thing,88.0,95.0,25.0,100.0,100.0,55.0,Alec Holland,No alter egos found.,"Green Man, Swampy, the Weed, Le Bon Gumbo, Smalsh-Yegger (on Rann)",Unknown,"Swamp Thing #1 (November, 1972)",08/01/1972,DC Comics,bad,Male,God / Eternal,"['-', '0 cm']","['- lb', '0 kg']",red,no hair,"Planet Elemental, former Biochemist",Unknown,"formerly (Parliament of Trees; Parliament of Stones, Parliament of Flames, Parliament of Waves, and Parliament of Vapors), The Parliament of Worlds","Larry Holland (father, deceased); Alice Holland (mother, deceased); Edward Holland (brother); Linda Holland (first wife, deceased); Abigail Holland (second wife); Tef� Holland (daughter); Gregori Arcane (father-in-law, deceased)",,,
646,Swarm,75.0,18.0,50.0,90.0,38.0,35.0,Fritz von Meyer,No alter egos found.,Unknown,Unknown,"Champions #14 (July, 1977)",04/05/1977,Marvel Comics,bad,Male,Mutant,"[""6'5"", '196 cm']","['104 lb', '47 kg']",yellow,no hair,Ph.D. in toxicology & entomology,Formerly South Africa,"Leader of the All-New Sinister Six; formerly Exterminators, Nazi Party",Unknown,196.0,104.0,27.0720533111204
